Aalto University																									
Internal Combustion Engine Laboratory																									
Engine: 44AWI																									
Project: Hercules																									
Reference: RCP Test Run																									
Operator: Jari																									
2017.05.18																									
Time(hh:mm:ss)	SpeedSet(rpm)	SpeedMea(rpm)	TorqSet(Nm)	TorqMea(Nm)	InManPSet(bar)	InManPMea(bar)	InManTMea(C)	ExManPMea(bar)	ExManTMea(C)	FRailPSet(bar)	FRailPCtrl(V)	FRailPMea(bar)	InjStrtSet(deg)	InjQuantSet(mg)	VGTPosSet(V)	VGTPosMea(V)	FMfClc(g/h)	AFRMea(AFR)	NOxMea(Vol%)	ExAirTMea(C)	AmbPMea(bar)	AmbRHMea(%RH)	AmbTMea(C)	IntPMea(bard)	ChargeAirTMea(C)
06:02.3	1300	1302.84668	100	98.627842	0.075055	0.067147	14.989682	0.035456	227.938124	1250	3.879161	1340.525444	2.900702	18.675834	2.770844	2.801796	2824.251653	-11.879004	0	215.859858	1.020101	28.971958	28.665605	0.01656	42.159192
06:02.4	1300	1284.438965	100	101.398558	0.078399	0.095432	14.989682	0.233235	227.938124	1250	3.902843	1352.886838	2.750119	19.739156	2.751761	2.812101	2824.251653	-11.879004	0	215.859858	1.020101	28.971958	28.665605	0.01656	42.159192
06:02.5	1300	1313.327026	100	101.398558	0.075192	0.062637	14.989682	-0.062511	227.938124	1250	3.946269	1262.236612	2.817134	19.314286	2.756092	2.806948	2938.177285	-11.879004	0	215.859858	1.020101	28.971958	28.665605	0.01656	42.159192
06:02.6	1300	1305.568237	100	100.0132	0.072348	0.061899	14.905899	0.073167	227.957711	1250	3.960509	1188.068246	2.987678	18.163927	2.772284	2.822405	2938.177285	-11.879004	0	215.847278	1.019297	29.158415	28.869304	0.016605	42.030398
06:02.7	1300	1299.038696	100	101.398558	0.071903	0.098466	14.905899	0.025618	227.957711	1250	3.91998	1186.008014	2.929318	18.537993	2.756685	2.812101	2886.145027	-11.879004	0	215.847278	1.019297	29.158415	28.869304	0.016605	42.030398
06:02.8	1300	1323.145142	100	98.627842	0.074449	0.049191	15.007771	-0.022955	227.909651	1250	3.880826	1256.055915	2.934101	18.500553	2.754134	2.822405	2886.145027	-11.85769	0	215.794851	1.020101	29.416587	30.868999	0.016605	42.195694
06:02.9	1300	1310.57312	100	100.0132	0.071406	0.078379	14.857751	0.152894	227.780018	1250	3.874549	1303.44126	2.838944	19.165549	2.774543	2.812101	3088.41097	-11.868855	0	215.799024	1.019297	29.043672	27.027404	0.016514	42.092612
06:03.0	1300	1307.061279	100	100.0132	0.075161	0.087561	14.857751	0.157403	227.780018	1250	3.907159	1357.007303	2.931818	18.535177	2.748073	2.822405	3088.41097	-11.868855	0	215.799024	1.019297	29.043672	27.027404	0.016514	42.092612
06:03.1	1300	1312.292847	100	101.398558	0.079699	0.055422	14.822588	-0.062716	227.791762	1250	3.93333	1307.561725	2.989595	18.134751	2.759261	2.817253	3006.518986	-11.884079	0	215.60875	1.018762	28.756815	28.404526	0.016514	42.041484
06:03.2	1300	1308.643555	100	98.627842	0.071408	0.054029	14.822588	0.167855	227.791762	1250	3.966799	1233.393359	2.952949	18.338186	2.768616	2.812101	3006.518986	-11.884079	0	215.60875	1.018762	28.756815	28.404526	0.016514	42.041484
06:03.3	1300	1307.702271	100	100.0132	0.07312	0.074279	14.844769	0.233235	227.697796	1250	3.948933	1155.104528	2.940205	18.393	2.751626	2.822405	2784.609797	-11.870885	0	215.466616	1.019565	29.533379	27.81638	0.016786	42.142152
06:03.4	1300	1319.08728	100	98.627842	0.072864	0.059686	14.844769	0.035456	227.697796	1250	3.913555	1175.706852	2.902171	18.626849	2.749535	2.806948	2784.609797	-11.870885	0	215.466616	1.019565	29.533379	27.81638	0.016786	42.142152
06:03.5	1300	1295.672485	100	101.398558	0.069936	0.057472	14.844769	0.146745	227.697796	1250	3.869765	1231.333126	2.83538	19.100762	2.760521	2.822405	2973.276287	-11.870885	0	215.466616	1.019565	29.533379	27.81638	0.016786	42.142152
06:03.6	1300	1309.671997	100	101.398558	0.077121	0.089775	14.839877	0.156993	227.635857	1250	3.873017	1297.260563	2.93923	18.372526	2.749086	2.801796	2973.276287	-11.86175	0	215.692345	1.019565	29.588701	30.26077	0.016605	42.125797
06:03.7	1300	1285.67749	100	98.627842	0.074399	0.078133	14.987402	0.272176	227.701781	1250	3.896956	1324.043584	2.791133	17.962912	2.747908	2.817253	2807.574928	-11.870885	0	215.582674	1.019565	28.10319	28.117625	0.016514	42.062057
06:03.8	1300	1295.252808	100	98.627842	0.073035	0.065507	14.987402	0.126045	227.701781	1250	3.931112	1319.92312	3.011092	17.806344	2.764734	2.806948	2807.574928	-11.870885	0	215.582674	1.019565	28.10319	28.117625	0.016514	42.062057
06:03.9	1300	1306.165161	100	95.857127	0.074651	-0.083628	14.987402	0.101656	227.701781	1250	3.949557	1274.598007	3.016373	17.714464	2.758948	2.827557	2787.13518	-11.870885	0	215.582674	1.019565	28.10319	28.117625	0.016514	42.062057
06:04.0	1300	1282.914795	100	100.0132	0.070463	0.063047	15.027163	0.23467	227.550177	1250	3.953496	1159.224992	3.055879	17.430286	2.754667	2.812101	2787.13518	-11.86987	0	215.614681	1.019833	30.279208	29.48614	0.016424	42.168309
06:04.1	1300	1291.322266	100	101.398558	0.081892	0.05493	15.027163	0.122971	227.550177	1250	3.934772	1148.92383	2.965123	18.023355	2.667282	2.822405	2872.216365	-11.86987	0	215.614681	1.019833	30.279208	29.48614	0.016424	42.168309
06:04.2	1300	1305.909302	100	100.0132	0.07151	0.077641	14.836821	0.12625	227.603241	1250	3.874328	1196.309176	2.943262	18.172691	2.738561	2.817253	2872.216365	-11.860735	0	215.711568	1.019565	29.144072	30.255032	0.01656	42.089891
06:04.3	1300	1304.206177	100	102.783916	0.078229	0.085594	14.83782	0.233235	227.540452	1250	3.861183	1256.055915	2.833445	18.896314	2.72982	2.817253	2673.817519	-11.887124	0	215.416299	1.019833	29.252668	30.395613	0.016514	41.881047
06:04.4	1300	1291.90625	100	101.398558	0.077255	0.057144	14.83782	0.072348	227.540452	1250	3.878427	1301.381028	2.799621	19.107736	2.740708	2.817253	2673.817519	-11.887124	0	215.416299	1.019833	29.252668	30.395613	0.016514	41.881047
06:04.5	1300	1307.146729	100	101.398558	0.074499	0.077969	14.83782	0.113338	227.540452	1250	3.906276	1324.043584	2.989758	17.772518	2.74654	2.817253	2841.392933	-11.887124	0	215.416299	1.019833	29.252668	30.395613	0.016514	41.881047
06:04.6	1300	1319.043701	100	100.0132	0.067562	0.081166	14.94327	0.262339	227.552786	1250	3.931284	1245.754753	2.908158	18.325306	2.735812	2.822405	2841.392933	-11.864795	0	215.527748	1.019565	29.902195	30.034119	0.016605	42.006028
06:04.7	1300	1307.574219	100	100.0132	0.072536	0.070836	14.879646	0.207821	227.447277	1250	3.947841	1165.40569	2.85872	18.63634	2.74353	2.806948	2809.535865	-11.868855	0	215.508133	1.019565	28.785501	29.704184	0.016605	41.966619
06:04.8	1300	1305.781372	100	97.242485	0.074156	0.065507	14.879646	0.123791	227.447277	1250	3.911605	1167.465922	2.960963	17.939924	2.744837	2.904838	2809.535865	-11.868855	0	215.508133	1.019565	28.785501	29.704184	0.016605	41.966619
06:04.9	1300	1306.207764	100	100.0132	0.077439	0.073214	14.879646	0.345549	227.447277	1250	3.867729	1239.574056	2.842446	18.747069	2.738047	2.801796	2977.038538	-11.868855	0	215.508133	1.019565	28.785501	29.704184	0.016605	41.966619
06:05.0	1300	1306.037109	100	98.627842	0.076192	0.046568	14.851682	0.082595	227.489979	1250	3.861796	1274.598007	2.977717	17.773116	2.735286	2.827557	2977.038538	-11.885094	0	215.365626	1.019833	28.756815	28.817662	0.016605	42.0029
06:05.1	1300	1304.971924	100	102.783916	0.075536	0.083954	14.82708	0.115593	227.418853	1250	3.893938	1326.103817	2.937835	18.042932	2.738925	2.801796	2845.184983	-11.870885	0	215.334822	1.019297	30.070212	28.59388	0.016514	41.853983
06:05.2	1300	1317.609741	100	97.242485	0.076027	0.069934	14.82708	0.218479	227.418853	1250	3.912034	1276.658239	2.765725	19.236621	2.724033	2.827557	2845.184983	-11.870885	0	215.334822	1.019297	30.070212	28.59388	0.016514	41.853983
06:05.3	1300	1309.157593	100	100.0132	0.073786	0.05862	15.055306	0.178308	227.53562	1250	3.941983	1192.188711	2.827134	18.837177	2.743043	2.801796	2945.641513	-11.879004	0	215.547404	1.019029	26.615629	29.391463	0.01656	42.04275
06:05.4	1300	1300.220947	100	98.627842	0.074492	-0.141184	15.055306	0.126045	227.53562	1250	3.921542	1163.345457	2.885604	18.435479	2.735913	2.822405	2945.641513	-11.879004	0	215.547404	1.019029	26.615629	29.391463	0.01656	42.04275
06:05.5	1300	1277.996094	100	101.398558	0.07914	0.080838	14.743172	0.199213	227.280479	1250	3.878009	1231.333126	2.803443	19.006168	2.726887	2.796644	2941.180815	-11.879004	0	215.342542	1.019297	26.898389	29.382856	0.01656	41.849276
06:05.6	1300	1291.614258	100	101.398558	0.081201	0.065507	14.743172	0.123996	227.280479	1250	3.857568	1266.357077	2.946155	18.047775	2.615834	2.822405	2941.180815	-11.879004	0	215.342542	1.019297	26.898389	29.382856	0.01656	41.849276
06:05.7	1300	1305.994507	100	98.627842	0.075045	-0.116341	14.743172	0.122356	227.280479	1250	3.887174	1321.983352	2.890317	18.399697	2.720898	2.812101	2796.592848	-11.879004	0	215.342542	1.019297	26.898389	29.382856	0.01656	41.849276
06:05.8	1300	1301.066895	100	100.0132	0.07436	0.065425	14.776962	0.263363	227.25581	1250	3.904589	1289.019634	2.820205	18.865901	2.713447	2.822405	2796.592848	-11.879004	0	215.217776	1.019565	28.611337	30.418565	0.01665	41.809137
06:05.9	1300	1307.317749	100	100.0132	0.071603	0.061571	15.034023	0.162322	227.312253	1250	3.936083	1223.092197	2.946786	17.985409	2.615702	2.817253	2852.418165	-11.872915	0	215.299265	1.019297	30.387804	29.141859	0.01656	41.925234
06:06.0	1300	1298.743408	100	100.0132	0.080347	0.099122	15.034023	0.129734	227.312253	1250	3.924226	1153.044295	2.806131	18.935738	2.69376	2.817253	2852.418165	-11.872915	0	215.299265	1.019297	30.387804	29.141859	0.01656	41.925234
06:06.1	1300	1301.490234	100	98.627842	0.075233	0.065917	15.034023	0.295951	227.312253	1250	3.891767	1163.345457	2.837777	18.712793	2.6932	2.812101	2794.630218	-11.872915	0	215.299265	1.019297	30.387804	29.141859	0.01656	41.925234
06:06.2	1300	1296.344238	100	100.0132	0.074728	0.05575	14.761597	0.096532	227.351943	1250	3.851583	1223.092197	2.856534	18.569142	2.712675	2.812101	2794.630218	-11.887124	0	215.237486	1.019565	29.000644	30.714073	0.016514	41.920859
06:06.3	1300	1282.503418	100	101.398558	0.082328	0.141017	14.761597	0.190195	227.351943	1250	3.849083	1303.44126	2.987113	17.665014	2.692605	2.817253	2772.638213	-11.887124	0	215.237486	1.019565	29.000644	30.714073	0.016514	41.920859
06:06.4	1300	1317.176025	100	100.0132	0.076316	0.06067	14.839962	0.263978	227.155235	1350	3.820058	1289.019634	2.904706	18.208946	2.688987	2.812101	2772.638213	-11.888139	0	215.28897	1.019565	29.062113	30.355447	0.016514	41.664423
06:06.5	1300	1297.479614	100	100.0132	0.074806	0.050749	14.850883	0.175234	227.212081	1350	3.853004	1268.41731	2.960302	17.801106	2.734277	2.822405	2785.590285	-11.874945	0	215.140696	1.019297	29.730081	30.69399	0.01656	41.784563
06:06.6	1300	1281.681641	100	102.783916	0.075178	0.066819	14.850883	0.183432	227.212081	1350	3.841313	1186.008014	2.934892	17.997882	2.696072	2.801796	2785.590285	-11.874945	0	215.140696	1.019297	29.730081	30.69399	0.01656	41.784563
06:06.7	1300	1303.143921	100	100.0132	0.075364	0.077559	14.850883	0.153714	227.212081	1350	3.825071	1167.465922	2.778019	19.078376	2.689388	2.822405	2820.14312	-11.874945	0	215.140696	1.019297	29.730081	30.69399	0.01656	41.784563
06:06.8	1300	1287.622803	100	100.0132	0.074429	0.067392	14.923989	0.200443	227.316619	1350	3.773635	1264.296845	2.941777	17.934419	2.696548	2.801796	2820.14312	-11.888139	0	215.181837	1.019833	27.875753	28.490596	0.01656	41.88456
06:06.9	1300	1273.236572	100	100.0132	0.073875	0.079855	14.963078	0.213765	227.461078	1350	3.749925	1342.585676	2.753221	19.191782	2.702031	2.822405	2839.885228	-11.87596	0	215.343339	1.020101	28.119582	30.298067	0.01656	41.980179
06:07.0	1300	1309.457642	100	100.0132	0.070926	0.067311	14.963078	0.031767	227.461078	1350	3.787164	1379.669859	2.882792	18.329632	2.698429	2.806948	2839.885228	-11.87596	0	215.343339	1.020101	28.119582	30.298067	0.01656	41.980179
06:07.1	1300	1302.592163	100	100.0132	0.077284	0.062555	14.982345	0.173799	227.439548	1350	3.822428	1342.585676	2.946342	17.922445	2.701441	2.822405	3007.695803	-11.86987	0	215.122184	1.019029	29.04777	28.272552	0.01656	41.836393
06:07.2	1300	1282.421143	100	101.398558	0.078344	0.078707	14.982345	0.219299	227.439548	1350	3.841898	1262.236612	2.841617	18.679275	2.694286	2.817253	3007.695803	-11.86987	0	215.122184	1.019029	29.04777	28.272552	0.01656	41.836393
06:07.3	1300	1308.515015	100	100.0132	0.07975	0.062719	14.931293	-0.043041	227.314864	1350	3.824283	1221.031964	2.902764	18.268639	2.690029	2.822405	2809.577836	-11.87393	0	215.177522	1.019297	28.467909	28.444692	0.016605	41.992518
06:07.4	1300	1287.954346	100	98.627842	0.076142	0.072968	14.931293	0.068863	227.314864	1350	3.780143	1332.284514	2.904354	18.270041	2.6993	2.822405	2809.577836	-11.87393	0	215.177522	1.019297	28.467909	28.444692	0.016605	41.992518
06:07.5	1300	1279.058594	100	100.0132	0.074008	0.086906	14.931293	0.165601	227.314864	1350	3.75051	1392.031254	2.918503	18.178249	2.692009	2.812101	3015.265305	-11.87393	0	215.177522	1.019297	28.467909	28.444692	0.016605	41.992518
06:07.6	1300	1304.503906	100	98.627842	0.073387	0.050585	14.849961	-0.06784	227.451293	1350	3.800024	1414.69381	3.016888	17.493641	2.696956	2.822405	3015.265305	-11.85972	0	215.263446	1.019833	29.334628	30.883344	0.016605	41.787751
06:07.7	1300	1304.801758	100	100.0132	0.070944	0.066983	15.001902	0.120921	227.608039	1350	3.830911	1352.886838	2.872949	18.494158	2.705794	2.812101	2838.151434	-11.86987	0	215.198309	1.019565	27.994594	31.910447	0.016514	41.878654
06:07.8	1300	1306.165161	100	100.0132	0.080921	0.086742	15.001902	0.074397	227.608039	1350	3.846689	1270.477542	2.720254	19.579416	2.682047	2.822405	2838.151434	-11.86987	0	215.198309	1.019565	27.994594	31.910447	0.016514	41.878654
06:07.9	1300	1311.69043	100	100.0132	0.077561	0.061325	15.001902	-0.06702	227.608039	1350	3.818601	1237.513824	2.981694	17.823538	2.690221	2.801796	2910.671429	-11.86987	0	215.198309	1.019565	27.994594	31.910447	0.016514	41.878654
06:08.0	1300	1287.084229	100	98.627842	0.077134	0.082396	14.927266	0.072757	227.553985	1350	3.774204	1346.706141	2.940903	18.110431	2.700273	2.822405	2910.671429	-12.144921	0	215.224086	1.019833	28.748619	28.083197	0.016514	41.845746
06:08.1	1300	1275.672852	100	100.0132	0.071226	0.08502	14.8025	0.270537	227.670823	1350	3.749641	1392.031254	2.9753	17.85866	2.690507	2.801796	2857.368137	-11.8719	0	215.218655	1.019565	27.724128	29.265226	0.01656	41.910604
06:08.2	1300	1313.327026	100	101.398558	0.073741	0.073542	14.8025	-0.114569	227.670823	1350	3.799413	1420.874507	2.933338	18.137708	2.699733	2.822405	2857.368137	-11.8719	0	215.218655	1.019565	27.724128	29.265226	0.01656	41.910604
06:08.3	1300	1304.631348	100	100.0132	0.071294	0.071492	14.8025	0.057386	227.670823	1350	3.82369	1373.489162	2.858297	18.329299	2.7032	2.806948	2950.981357	-11.8719	0	215.218655	1.019565	27.724128	29.265226	0.01656	41.910604
06:08.4	1300	1303.356079	100	100.0132	0.076253	0.105025	14.964535	0.212125	227.556583	1350	3.842863	1286.959401	2.760954	19.319414	2.695445	2.817253	2950.981357	-11.86378	0	215.228318	1.019565	29.523134	30.306674	0.01656	41.873734
06:08.5	1300	1310.615967	100	101.398558	0.074092	0.064031	14.964535	-0.06866	227.556583	1350	3.823102	1221.031964	2.824869	18.92703	2.69528	2.812101	2879.5013	-11.86378	0	215.228318	1.019565	29.523134	30.306674	0.01656	41.873734
06:08.6	1300	1306.250366	100	98.627842	0.077419	0.049273	14.83515	0.021929	227.67114	1350	3.778189	1321.983352	3.014428	17.626353	2.711425	2.817253	2879.5013	-11.876975	0	215.20482	1.019833	29.441175	30.484552	0.016605	41.81417
06:08.7	1300	1306.719849	100	98.627842	0.070861	0.097482	14.83515	0.023569	227.67114	1350	3.737225	1383.790324	2.92673	18.200849	2.695073	2.806948	2831.078494	-11.876975	0	215.20482	1.019833	29.441175	30.484552	0.016605	41.81417
06:08.8	1300	1311.002563	100	100.0132	0.069495	0.061243	14.876176	-0.015577	227.617846	1350	3.78116	1435.296134	2.923468	18.187312	2.687249	2.812101	2831.078494	-11.86784	0	215.287507	1.019833	28.701492	26.904037	0.016605	41.767243
06:08.9	1300	1305.355225	100	101.398558	0.078856	0.084774	14.955719	0.089973	227.601205	1350	3.812304	1427.055204	2.925924	18.157547	2.706607	2.822405	2827.080309	-11.858705	0	215.218595	1.019565	29.437077	30.524719	0.01656	41.93825
06:09.0	1300	1307.830566	100	100.0132	0.069031	0.097974	14.955719	0.166011	227.601205	1350	3.843019	1348.766373	2.82101	18.906708	2.693852	2.806948	2827.080309	-11.858705	0	215.218595	1.019565	29.437077	30.524719	0.01656	41.93825
06:09.1	1300	1298.321899	100	98.627842	0.071205	0.060997	14.91318	-0.02562	227.745196	1350	3.845663	1245.754753	2.918132	18.483925	2.704771	2.822405	2867.76527	-11.87596	0	215.227668	1.020101	28.613386	31.448537	0.01656	42.002311
06:09.2	1300	1305.355225	100	101.398558	0.069224	0.064359	14.91318	0.065789	227.745196	1350	3.809678	1309.621958	2.794514	19.125594	2.714124	2.801796	2867.76527	-11.87596	0	215.227668	1.020101	28.613386	31.448537	0.01656	42.002311
06:09.3	1300	1283.697021	100	98.627842	0.07828	0.100187	14.91318	0.237539	227.745196	1350	3.753777	1375.549394	2.884775	18.507253	2.691586	2.822405	2995.744777	-11.87596	0	215.227668	1.020101	28.613386	31.448537	0.01656	42.002311
06:09.4	1300	1303.271118	100	100.0132	0.06887	0.063867	14.990154	-0.119078	227.58458	1350	3.779685	1418.814275	2.986826	17.797699	2.697064	2.801796	2995.744777	-11.86378	0	215.145752	1.019565	28.066308	29.230798	0.01656	41.854238
06:09.5	1300	1309.157593	100	100.0132	0.075308	0.069852	14.93967	0.052877	227.628704	1350	3.812031	1402.332416	2.923714	18.217163	2.712608	2.822405	2856.29325	-11.889154	0	215.249917	1.019565	29.441175	29.609507	0.016605	41.960957
06:09.6	1300	1304.036011	100	101.398558	0.073438	0.103057	14.93967	0.333662	227.628704	1350	3.837595	1321.983352	2.930217	18.881427	2.696021	2.801796	2856.29325	-11.889154	0	215.249917	1.019565	29.441175	29.609507	0.016605	41.960957
06:09.7	1300	1310.143677	100	98.627842	0.076703	0.06026	14.93967	-0.071324	227.628704	1350	3.834402	1227.212662	2.966966	17.939499	2.696696	2.822405	2860.181598	-11.889154	0	215.249917	1.019565	29.441175	29.609507	0.016605	41.960957
06:09.8	1300	1303.313721	100	100.0132	0.069333	0.068458	14.801039	0.130349	227.578323	1350	3.79524	1309.621958	2.950079	18.055923	2.718103	2.817253	2860.181598	-11.870885	0	215.0984	1.020101	29.881706	28.298373	0.01656	41.939608
06:09.9	1300	1290.697144	100	98.627842	0.068358	0.099204	14.801039	0.275251	227.578323	1350	3.741571	1371.42893	2.938814	18.106146	2.69826	2.822405	2822.411243	-11.870885	0	215.0984	1.020101	29.881706	28.298373	0.01656	41.939608
06:10.0	1300	1298.996582	100	102.783916	0.072537	0.052143	14.96248	-0.015167	227.630339	1350	3.775978	1408.513113	2.971131	17.848117	2.699763	2.817253	2822.411243	-11.884079	0	215.190769	1.020636	27.943369	28.832007	0.01656	41.987316
06:10.1	1300	1309.97229	100	98.627842	0.080726	0.061899	14.92692	0.089154	227.447335	1350	3.806091	1400.272183	2.93023	18.115812	2.711641	2.822405	2953.392516	-11.880019	0	215.106799	1.019297	29.139974	31.462882	0.016514	41.945557
06:10.2	1300	1301.405396	100	100.0132	0.07815	0.097482	14.92692	0.16929	227.447335	1350	3.827964	1324.043584	2.921848	18.187173	2.689084	2.817253	2953.392516	-11.880019	0	215.106799	1.019297	29.139974	31.462882	0.016514	41.945557
06:10.3	1300	1304.673828	100	101.398558	0.073844	0.046322	14.871039	-0.127071	227.423703	1350	3.828377	1225.152429	2.784496	19.12466	2.694534	2.806948	2840.026499	-11.882049	0	214.994899	1.019565	27.443418	28.628308	0.016514	41.946407
06:10.4	1300	1304.248657	100	100.0132	0.073813	0.064359	14.871039	0.115593	227.423703	1350	3.791276	1280.778704	2.983997	17.729385	2.71283	2.822405	2840.026499	-11.882049	0	214.994899	1.019565	27.443418	28.628308	0.016514	41.946407
06:10.5	1300	1317.523071	100	97.242485	0.071612	0.091497	15.015278	0.187531	227.382141	1350	3.735547	1367.308465	2.951522	17.935736	2.688282	2.806948	2773.938625	-11.870885	0	215.264555	1.019565	28.222031	31.878888	0.01656	42.01593
06:10.6	1300	1316.872437	100	100.0132	0.074114	0.092563	15.015278	0.005123	227.382141	1350	3.755273	1420.874507	2.949973	17.931388	2.69459	2.806948	2773.938625	-11.870885	0	215.264555	1.019565	28.222031	31.878888	0.01656	42.01593
06:10.7	1300	1306.506348	100	102.783916	0.075714	0.072722	15.015278	0.098991	227.382141	1350	3.796375	1435.296134	2.959245	17.857434	2.70761	2.806948	2788.161335	-11.870885	0	215.264555	1.019565	28.222031	31.878888	0.01656	42.01593
06:10.8	1300	1275.876465	100	100.0132	0.069279	0.085184	14.916711	0.215404	227.153148	1350	3.826833	1392.031254	2.941601	17.958224	2.712988	2.817253	2788.161335	-11.864795	0	214.882211	1.019297	30.029232	28.582404	0.016514	41.929686
