Aalto University																									
Internal Combustion Engine Laboratory																									
Engine: 44AWI																									
Project: Hercules																									
Reference: RCP Test Run																									
Operator: Jari																									
2017.05.18																									
Time(hh:mm:ss)	SpeedSet(rpm)	SpeedMea(rpm)	TorqSet(Nm)	TorqMea(Nm)	InManPSet(bar)	InManPMea(bar)	InManTMea(C)	ExManPMea(bar)	ExManTMea(C)	FRailPSet(bar)	FRailPCtrl(V)	FRailPMea(bar)	InjStrtSet(deg)	InjQuantSet(mg)	VGTPosSet(V)	VGTPosMea(V)	FMfClc(g/h)	AFRMea(AFR)	NOxMea(Vol%)	ExAirTMea(C)	AmbPMea(bar)	AmbRHMea(%RH)	AmbTMea(C)	IntPMea(bard)	ChargeAirTMea(C)
05:51.5	1300	1283.903198	100	104.169274	0.077271	0.048043	15.010192	-0.131785	229.275928	1250	3.909241	1260.17638	2.779506	19.571425	2.950524	2.971816	2771.637474	-11.868855	0	217.43423	1.019565	28.935076	26.944203	0.016605	42.506108
05:51.6	1300	1299.20752	100	101.398558	0.081711	0.000163	15.010192	0.06128	229.275928	1250	3.916784	1165.40569	2.946873	18.443986	2.947658	2.971816	2771.637474	-11.868855	0	217.43423	1.019565	28.935076	26.944203	0.016605	42.506108
05:51.7	1300	1311.045532	100	101.398558	0.082947	0.084364	15.010192	0.21274	229.275928	1250	3.90158	1159.224992	2.849799	19.101955	2.93291	2.976968	2966.39398	-11.868855	0	217.43423	1.019565	28.935076	26.944203	0.016605	42.506108
05:51.8	1300	1278.363647	100	104.169274	0.079497	0.032876	15.002831	-0.064151	229.338595	1250	3.851094	1212.791035	2.748583	18.775599	2.905934	2.976968	2966.39398	-11.883064	0	217.236749	1.019565	28.5847	29.038575	0.01656	42.314147
05:51.9	1300	1309.714844	100	102.783916	0.080883	0.053701	15.002831	-0.016192	229.338595	1250	3.840696	1297.260563	2.77308	19.616379	2.944181	2.976968	2950.123969	-11.883064	0	217.236749	1.019565	28.5847	29.038575	0.01656	42.314147
05:52.0	1300	1304.036011	100	100.0132	0.083681	0.079773	14.981772	0.232415	229.230847	1250	3.862147	1286.959401	2.870626	18.953316	2.915066	2.971816	2950.123969	-11.87393	0	217.131807	1.019565	29.379705	29.242274	0.01656	42.351481
05:52.1	1300	1284.604004	100	101.398558	0.07973	0.043534	14.981772	0.014551	229.230847	1250	3.9048	1262.236612	2.91226	18.679912	2.92422	2.98212	3142.969145	-11.87393	0	217.131807	1.019565	29.379705	29.242274	0.01656	42.351481
05:52.2	1300	1308.986206	100	104.169274	0.074935	0.064851	15.022013	0.048983	229.21838	1250	3.903194	1179.827316	2.929035	18.55303	2.938771	2.961512	3142.969145	-11.876975	0	217.319642	1.019833	27.724128	30.765715	0.01656	42.332644
05:52.3	1300	1291.072266	100	101.398558	0.079664	0.059686	15.102761	0.280169	229.133667	1250	3.892882	1186.008014	2.928097	18.545179	2.916984	2.98212	3023.620032	-11.866825	0	217.297894	1.019833	30.076359	29.890669	0.016514	42.341318
05:52.4	1300	1318.956665	100	104.169274	0.080542	0.050831	15.102761	0.006558	229.133667	1250	3.849264	1245.754753	2.683735	20.228418	2.925044	2.966664	3023.620032	-11.866825	0	217.297894	1.019833	30.076359	29.890669	0.016514	42.341318
05:52.5	1300	1310.015137	100	100.0132	0.082655	0.065917	15.102761	0.094073	229.133667	1250	3.846764	1315.802655	2.936021	18.514158	2.919793	2.987272	2860.182529	-11.866825	0	217.297894	1.019833	30.076359	29.890669	0.016514	42.341318
05:52.6	1300	1297.4375	100	102.783916	0.079066	0.073951	14.979886	0.252501	229.195947	1250	3.873794	1268.41731	2.879785	18.882209	2.915028	2.966664	2860.182529	-11.86784	0	217.175609	1.019833	29.97391	30.191914	0.01656	42.448157
05:52.7	1300	1306.890625	100	100.0132	0.079531	0.048289	15.030814	0.124201	229.201023	1250	3.911383	1200.42964	2.763389	19.680195	2.920594	2.987272	2839.338457	-11.870885	0	217.299896	1.019297	30.016938	28.433216	0.01656	42.456777
05:52.8	1300	1311.518311	100	104.169274	0.085508	0.061489	15.030814	0.173594	229.201023	1250	3.891199	1221.031964	2.940796	18.491858	2.920574	2.966664	2839.338457	-11.870885	0	217.299896	1.019297	30.016938	28.433216	0.01656	42.456777
05:52.9	1300	1300.390137	100	101.398558	0.079846	0.041402	15.134889	0.144696	229.170886	1250	3.855907	1274.598007	2.962429	18.327719	2.908778	2.971816	2885.22149	-11.879004	0	217.169462	1.020369	26.97625	29.936573	0.016514	42.283917
05:53.0	1300	1280	100	100.0132	0.080297	0.040173	15.134889	0.156993	229.170886	1250	3.862936	1317.862887	2.896913	18.761621	2.913054	2.971816	2885.22149	-11.879004	0	217.169462	1.020369	26.97625	29.936573	0.016514	42.283917
05:53.1	1300	1309.457642	100	100.0132	0.079455	0.088381	15.134889	0.207616	229.170886	1250	3.889537	1260.17638	2.94416	18.41427	2.901062	2.98212	2938.452899	-11.879004	0	217.169462	1.020369	26.97625	29.936573	0.016514	42.283917
05:53.2	1300	1305.781372	100	97.242485	0.085521	0.037959	14.900959	-0.038942	229.079462	1250	3.915022	1183.947781	2.881294	18.859547	2.893939	2.971816	2938.452899	-11.866825	0	217.11199	1.020101	28.269157	28.654129	0.01656	42.34888
05:53.3	1300	1289.075073	100	100.0132	0.078311	0.063785	14.874171	0.077676	228.91982	1250	3.88943	1229.272894	2.768526	19.64678	2.920178	2.971816	3106.090739	-11.868855	0	217.153459	1.020101	29.914489	29.910752	0.016514	42.399689
05:53.4	1300	1309.628906	100	101.398558	0.081194	0.079691	14.874171	0.231596	228.91982	1250	3.848988	1309.621958	2.818504	19.326153	2.892144	2.98212	3106.090739	-11.868855	0	217.153459	1.020101	29.914489	29.910752	0.016514	42.399689
05:53.5	1300	1298.321899	100	102.783916	0.083613	0.047224	14.874171	-0.028694	228.91982	1250	3.868035	1291.079866	2.816155	19.323625	2.90122	2.961512	2921.875004	-11.868855	0	217.153459	1.020101	29.914489	29.910752	0.016514	42.399689
05:53.6	1300	1317.002441	100	100.0132	0.07841	0.051323	15.046539	0.0828	228.813592	1250	3.90983	1251.93545	2.897553	18.756362	2.911001	2.98212	2921.875004	-11.8719	0	217.123106	1.020369	30.344775	28.631177	0.016514	42.200165
05:53.7	1300	1307.873413	100	101.398558	0.07999	0.085676	15.046539	0.25455	228.813592	1250	3.904755	1153.044295	2.936452	18.491253	2.892666	2.956359	2953.000595	-11.8719	0	217.123106	1.020369	30.344775	28.631177	0.016514	42.200165
05:53.8	1300	1298.996582	100	98.627842	0.084755	0.048617	14.855437	0.015576	228.908607	1250	3.886975	1210.730802	2.863025	18.999505	2.889575	2.98212	2953.000595	-11.8719	0	216.930244	1.020101	27.715932	30.412827	0.01656	42.360976
05:53.9	1300	1283.532227	100	102.783916	0.078534	0.062883	14.906033	0.109854	229.021676	1250	3.83357	1268.41731	2.932725	18.501451	2.908766	2.956359	2819.486137	-11.86987	0	217.106844	1.019565	30.004644	30.071416	0.016514	42.245997
05:54.0	1300	1312.59436	100	100.0132	0.083485	0.061489	14.906033	0.311322	229.021676	1250	3.856737	1295.200331	2.82811	19.215038	2.886606	2.987272	2819.486137	-11.86987	0	217.106844	1.019565	30.004644	30.071416	0.016514	42.245997
05:54.1	1300	1296.764526	100	102.783916	0.078148	0.057472	14.995001	0.087924	228.882518	1250	3.884712	1266.357077	2.888741	18.779759	2.894298	2.956359	2914.326594	-11.882049	0	216.97455	1.019833	29.447322	30.484552	0.01656	42.187542
05:54.2	1300	1279.140381	100	100.0132	0.073878	-0.218744	14.995001	0.080751	228.882518	1250	3.900781	1188.068246	2.897011	18.713731	2.894584	2.98212	2914.326594	-11.882049	0	216.97455	1.019833	29.447322	30.484552	0.01656	42.187542
05:54.3	1300	1309.671997	100	98.627842	0.076679	0.060424	14.965271	0.172774	228.842135	1250	3.888924	1177.767084	2.883408	18.819253	2.889858	2.961512	2863.479526	-11.86581	0	216.999868	1.019833	28.724031	27.345864	0.016605	42.350584
05:54.4	1300	1303.186279	100	100.0132	0.07535	0.04337	14.965271	0.075422	228.842135	1250	3.84788	1274.598007	2.930687	18.494153	2.739361	2.976968	2863.479526	-11.86581	0	216.999868	1.019833	28.724031	27.345864	0.016605	42.350584
05:54.5	1300	1310.487183	100	101.398558	0.083326	-0.078955	14.961865	0.110469	228.697385	1250	3.83714	1313.742422	2.80198	19.396605	2.861748	2.966664	3165.248665	-11.86987	0	216.944525	1.019029	29.689101	30.444386	0.016514	42.160644
05:54.6	1300	1312.551392	100	98.627842	0.075494	0.057062	14.961865	0.155763	228.697385	1250	3.88357	1319.92312	2.801304	19.40413	2.854844	2.976968	3165.248665	-11.86987	0	216.944525	1.019029	29.689101	30.444386	0.016514	42.160644
05:54.7	1300	1302.422607	100	101.398558	0.076232	0.038287	14.961865	0.137318	228.697385	1250	3.906823	1253.995683	2.870294	18.914309	2.785508	2.987272	2935.398972	-11.86987	0	216.944525	1.019029	29.689101	30.444386	0.016514	42.160644
05:54.8	1300	1302.677002	100	98.627842	0.07564	0.187504	15.107943	0.229956	228.790731	1250	3.915483	1183.947781	2.819221	19.247498	2.846573	2.976968	2935.398972	-11.884079	0	216.842972	1.019833	28.734276	31.586249	0.01656	42.220379
05:54.9	1300	1318.652344	100	100.0132	0.077752	0.046404	15.107943	0.154943	228.790731	1250	3.885599	1192.188711	2.921641	18.542018	2.833711	2.976968	2856.642433	-11.884079	0	216.842972	1.019833	28.734276	31.586249	0.01656	42.220379
05:55.0	1300	1303.10144	100	101.398558	0.071252	0.059604	14.858082	0.152279	228.690175	1250	3.84799	1268.41731	2.875255	18.879797	2.914769	2.961512	2856.642433	-11.876975	0	216.81878	1.019833	29.183003	31.264921	0.016514	42.361059
05:55.1	1300	1282.832642	100	100.0132	0.080618	-0.165288	14.858082	0.128095	228.690175	1250	3.846949	1311.68219	2.761002	19.680843	2.842954	2.987272	2942.580439	-11.876975	0	216.81878	1.019833	29.183003	31.264921	0.016514	42.361059
05:55.2	1300	1309.543213	100	101.398558	0.074816	0.054356	14.798017	0.262134	228.421224	1250	3.883422	1319.92312	2.974218	18.223997	2.850395	2.961512	2942.580439	-11.879004	0	216.901983	1.019565	28.097043	31.339515	0.016469	42.145331
05:55.3	1300	1292.824829	100	100.0132	0.072827	0.051733	15.048635	0.159862	228.265171	1250	3.908392	1274.598007	2.885124	18.583248	2.728388	2.98212	2895.250853	-11.868855	0	216.643747	1.019565	29.488301	30.782929	0.01656	42.160436
05:55.4	1300	1276.81311	100	98.627842	0.074913	-0.074856	15.048635	0.08157	228.265171	1250	3.917996	1200.42964	2.729107	19.873537	2.82639	2.956359	2895.250853	-11.868855	0	216.643747	1.019565	29.488301	30.782929	0.01656	42.160436
05:55.5	1300	1296.974731	100	101.398558	0.070372	0.064113	14.956818	0.138547	228.321361	1250	3.899351	1142.743133	2.953925	18.315215	2.825716	2.976968	2852.997959	-11.882049	0	216.678121	1.019833	29.187101	29.182025	0.016514	42.426324
05:55.6	1300	1301.829102	100	101.398558	0.073844	0.038861	14.956818	0.133218	228.321361	1250	3.861247	1231.333126	2.873556	18.841983	2.753712	2.961512	2852.997959	-11.882049	0	216.678121	1.019833	29.187101	29.182025	0.016514	42.426324
05:55.7	1300	1282.215698	100	101.398558	0.075519	-0.078791	14.956818	0.143671	228.321361	1250	3.825869	1280.778704	2.960391	18.246848	2.815689	2.976968	3150.436739	-11.882049	0	216.678121	1.019833	29.187101	29.182025	0.016514	42.426324
05:55.7	1300	1280.163818	100	100.0132	0.074828	0.074361	14.915122	0.188146	228.36658	1250	3.864917	1324.043584	2.952476	18.305259	2.801434	2.966664	3150.436739	-11.874945	0	216.691974	1.019297	28.428978	32.168657	0.016605	42.240567
05:55.8	1300	1301.109131	100	100.0132	0.078682	0.043288	15.018268	0.15023	228.111858	1250	3.890145	1315.802655	2.902405	18.600275	2.732621	2.976968	2812.047611	-11.87596	0	216.52069	1.019565	27.945418	30.553409	0.016605	42.277002
05:55.9	1300	1318.56543	100	100.0132	0.076918	0.221037	15.018268	0.163142	228.111858	1250	3.916145	1241.634288	2.890921	18.665106	2.803411	2.971816	2812.047611	-11.87596	0	216.52069	1.019565	27.945418	30.553409	0.016605	42.277002
05:56.0	1300	1302.083374	100	100.0132	0.069836	0.044682	15.019727	0.176258	228.087429	1250	3.917968	1155.104528	2.877592	18.785449	2.790203	2.971816	2939.928601	-11.862765	0	216.584535	1.019565	28.099092	29.936573	0.01656	42.363783
05:56.1	1300	1298.490601	100	98.627842	0.077372	0.053291	15.019727	0.163961	228.087429	1250	3.883229	1216.9115	2.906835	18.59466	2.88019	2.98212	2939.928601	-11.862765	0	216.584535	1.019565	28.099092	29.936573	0.01656	42.363783
05:56.2	1300	1279.672485	100	102.783916	0.073807	-0.158401	15.019727	0.117232	228.087429	1250	3.835661	1260.17638	2.951112	18.305244	2.798567	2.971816	3084.440396	-11.862765	0	216.584535	1.019565	28.099092	29.936573	0.01656	42.363783
05:56.3	1300	1301.236206	100	100.0132	0.076131	0.068704	14.950415	0.265413	228.134558	1250	3.861232	1307.561725	2.953912	18.305971	2.799544	2.976968	3084.440396	-11.877989	0	216.712787	1.019565	27.129924	30.039857	0.01656	42.341305
05:56.4	1300	1280.532715	100	100.0132	0.074282	0.0446	14.944157	0.197369	228.146364	1250	3.88191	1305.501493	2.938263	18.351708	2.683976	2.961512	2917.616002	-11.783599	0	216.527961	1.019029	27.795843	28.754544	0.016469	42.25733
05:56.5	1300	1286.132202	100	98.627842	0.078805	-0.371979	14.944157	0.108624	228.146364	1250	3.908425	1253.995683	2.88264	18.718183	2.785151	2.946055	2917.616002	-11.783599	0	216.527961	1.019029	27.795843	28.754544	0.016469	42.25733
05:56.6	1300	1310.31543	100	100.0132	0.075323	0.055996	14.944157	0.154738	228.146364	1250	3.912106	1157.16476	2.911669	18.5108	2.773139	2.925447	2962.235561	-11.783599	0	216.527961	1.019029	27.795843	28.754544	0.016469	42.25733
05:56.7	1300	1282.503418	100	98.627842	0.081748	0.048617	14.941815	0.177488	228.053697	1250	3.888832	1202.489873	2.898633	18.599851	2.541452	2.940903	2962.235561	-11.879004	0	216.439808	1.019565	27.195491	29.841896	0.016469	42.414179
05:56.8	1300	1306.250366	100	98.627842	0.078119	0.043616	14.885186	0.143261	227.954232	1250	3.836715	1262.236612	2.754724	19.570924	2.737427	2.904838	2912.103783	-11.87596	0	216.467298	1.019833	29.435028	31.282135	0.016514	42.315777
05:56.9	1300	1301.236206	100	101.398558	0.076586	0.074689	14.885186	0.166626	227.954232	1250	3.85353	1301.381028	3.030269	17.708829	2.732417	2.904838	2912.103783	-11.87596	0	216.467298	1.019833	29.435028	31.282135	0.016514	42.315777
05:57.0	1300	1302.464966	100	100.0132	0.077022	0.061161	14.964785	0.069273	228.075823	1250	3.881933	1315.802655	2.923917	18.42148	2.727141	2.889382	2834.551795	-11.881034	0	216.41331	1.019833	28.560113	31.910447	0.016469	42.239097
05:57.1	1300	1308.857788	100	97.242485	0.073807	0.450192	14.964785	0.197164	228.075823	1250	3.904156	1270.477542	2.895421	18.598517	2.74293	2.899686	2834.551795	-11.881034	0	216.41331	1.019833	28.560113	31.910447	0.016469	42.239097
05:57.2	1300	1303.950928	100	100.0132	0.084202	0.057718	14.990579	0.155763	227.988461	1250	3.91625	1167.465922	2.900997	18.560595	2.730045	2.853317	2924.863941	-11.818107	0	216.332802	1.020369	29.074407	27.84507	0.01665	42.276081
05:57.3	1300	1306.079834	100	101.398558	0.075018	0.055422	14.990579	0.209666	227.988461	1250	3.897182	1216.9115	2.89224	18.624069	2.943824	2.858469	2924.863941	-11.818107	0	216.332802	1.020369	29.074407	27.84507	0.01665	42.276081
05:57.4	1300	1287.084229	100	101.398558	0.073607	0.374436	14.990579	0.140187	227.988461	1250	3.843091	1282.838936	2.736028	19.694549	2.763263	2.858469	2912.619233	-11.818107	0	216.332802	1.020369	29.074407	27.84507	0.01665	42.276081
05:57.5	1300	1301.786743	100	100.0132	0.081908	0.062555	14.850105	0.228111	227.916379	1250	3.862996	1311.68219	2.867181	18.83816	2.756199	2.817253	2912.619233	-11.876975	0	216.291988	1.020369	26.925026	28.946767	0.016469	42.239538
05:57.6	1300	1298.954224	100	100.0132	0.072067	0.07059	14.823147	0.123381	227.785616	1250	3.895949	1309.621958	2.899579	18.635339	2.932121	2.822405	3017.994244	-12.144921	0	216.181832	1.020369	27.336871	29.956656	0.016514	42.198696
05:57.8	1300	1306.506348	100	100.0132	0.072393	0.066327	14.823147	0.198393	227.785616	1250	3.914309	1262.236612	2.912649	18.501862	2.788207	2.817253	3017.994244	-12.144921	0	216.181832	1.020369	27.336871	29.956656	0.016514	42.198696
05:57.9	1300	1303.05896	100	101.398558	0.075217	0.064851	14.931616	0.154534	227.779919	1250	3.918334	1155.104528	2.915322	18.460718	2.79021	2.822405	2892.138424	-11.866825	0	216.148742	1.019297	27.822479	29.712791	0.01656	42.194233
05:58.0	1300	1317.653198	100	98.627842	0.074314	0.069688	14.931616	0.111084	227.779919	1250	3.897635	1186.008014	2.89525	18.593327	2.788004	2.806948	2892.138424	-11.866825	0	216.148742	1.019297	27.822479	29.712791	0.01656	42.194233
05:58.1	1300	1310.31543	100	100.0132	0.077178	0.162088	14.925531	0.113748	227.865841	1250	3.840625	1262.236612	2.931565	18.346785	2.784988	2.817253	2883.618234	-11.8719	0	216.33079	1.019297	29.766963	29.414415	0.01656	42.299764
05:58.2	1300	1303.568481	100	100.0132	0.075295	0.065589	14.925531	0.272586	227.865841	1250	3.849456	1299.320796	2.866772	18.803385	2.7876	2.801796	2883.618234	-11.8719	0	216.33079	1.019297	29.766963	29.414415	0.01656	42.299764
05:58.3	1300	1276.202026	100	100.0132	0.076229	0.074853	14.888078	0.150025	227.721875	1250	3.885414	1324.043584	2.903566	18.553276	2.836677	2.822405	2875.700085	-11.862765	0	216.093723	1.019029	28.121631	31.597725	0.016514	42.204861
05:58.4	1300	1293.493774	100	98.627842	0.078046	-0.16291	14.888078	0.199623	227.721875	1250	3.906521	1303.44126	2.938305	18.32058	2.790578	2.801796	2875.700085	-11.862765	0	216.093723	1.019029	28.121631	31.597725	0.016514	42.204861
05:58.5	1300	1303.143921	100	100.0132	0.07765	0.062883	14.937515	0.138342	227.625177	1250	3.924023	1190.128478	2.915133	18.442041	2.794772	2.822405	2838.714086	-11.892199	0	216.151841	1.019833	29.076456	28.387312	0.016605	42.178422
05:58.6	1300	1286.256348	100	101.398558	0.074531	0.050913	14.937515	0.119487	227.625177	1250	3.919033	1175.706852	2.759212	19.529648	2.66744	2.817253	2838.714086	-11.892199	0	216.151841	1.019833	29.076456	28.387312	0.016605	42.178422
05:58.7	1300	1304.886841	100	100.0132	0.076187	0.109288	14.805681	0.172979	227.632388	1250	3.862109	1245.754753	2.790483	19.333294	2.769061	2.822405	2983.56329	-11.877989	0	216.146786	1.020101	28.844921	31.26779	0.016514	42.232957
05:58.8	1300	1296.050293	100	98.627842	0.075571	0.078051	14.805681	0.288163	227.632388	1250	3.849308	1286.959401	2.876529	18.784741	2.761802	2.812101	2983.56329	-11.877989	0	216.146786	1.020101	28.844921	31.26779	0.016514	42.232957
05:58.9	1300	1284.686646	100	98.627842	0.079758	0.06026	14.833038	0.165396	227.53547	1250	3.88106	1317.862887	3.002266	17.955783	2.789099	2.822405	3049.16343	-11.86784	0	215.855338	1.019833	29.324383	30.628003	0.01656	42.134788
05:59.0	1300	1293.368286	100	98.627842	0.075064	0.07305	14.833038	-0.038532	227.53547	1250	3.903025	1307.561725	2.905947	18.598733	2.777182	2.822405	3049.16343	-11.86784	0	215.855338	1.019833	29.324383	30.628003	0.01656	42.134788
05:59.1	1300	1297.353394	100	101.398558	0.07121	0.075099	15.004391	0.197779	227.569146	1250	3.922844	1214.851267	2.786076	19.410261	2.769882	2.801796	2869.679965	-11.868855	0	216.287198	1.019833	28.52528	28.568059	0.016514	42.108614
05:59.2	1300	1314.751587	100	101.398558	0.074912	0.063539	15.004391	0.204542	227.569146	1250	3.92292	1192.188711	2.772398	17.856778	2.773892	2.822405	2869.679965	-11.868855	0	216.287198	1.019833	28.52528	28.568059	0.016514	42.108614
05:59.3	1300	1299.714111	100	101.398558	0.073791	0.077231	15.004391	0.146335	227.569146	1250	3.877498	1237.513824	2.904338	18.211749	2.775454	2.796644	2982.405141	-11.868855	0	216.287198	1.019833	28.52528	28.568059	0.016514	42.108614
05:59.4	1300	1280.327759	100	98.627842	0.076325	0.06854	14.885969	0.090588	227.638668	1250	3.862294	1307.561725	2.910256	18.571124	2.767929	2.827557	2982.405141	-11.86175	0	215.924135	1.019565	27.988447	31.726831	0.01656	42.168292
05:59.5	1300	1307.531372	100	101.398558	0.077953	0.068786	14.883707	0.159042	227.579341	1250	3.882027	1319.92312	2.782839	19.454362	2.773398	2.801796	3090.539951	-11.880019	0	215.968507	1.019833	29.293648	29.804599	0.01656	42.150418
05:59.6	1300	1300.390137	100	98.627842	0.076232	0.123062	14.883707	0.152074	227.579341	1250	3.918929	1315.802655	2.925166	18.470314	2.769563	2.812101	3090.539951	-11.880019	0	215.968507	1.019833	29.293648	29.804599	0.01656	42.150418
05:59.7	1300	1271.011475	100	101.398558	0.070199	0.067311	14.883707	0.169905	227.579341	1250	3.930422	1218.971732	2.944285	18.32074	2.772323	2.801796	2905.526232	-11.880019	0	215.968507	1.019833	29.293648	29.804599	0.01656	42.150418
05:59.8	1300	1301.61731	100	100.0132	0.070114	0.055258	15.007797	0.225037	227.571144	1250	3.934017	1150.984063	2.783605	19.414941	2.801651	2.827557	2905.526232	-11.87393	0	216.041469	1.019833	27.674953	28.631177	0.016605	42.178237
05:59.9	1300	1304.759155	100	100.0132	0.078296	-0.164796	15.007797	0.145516	227.571144	1250	3.88705	1159.224992	2.720753	18.512277	2.771432	2.822405	2926.711424	-11.87393	0	216.041469	1.019833	27.674953	28.631177	0.016605	42.178237
06:00.0	1300	1285.594971	100	100.0132	0.077598	0.096662	15.008743	0.253116	227.692713	1250	3.847638	1229.272894	2.854307	18.992524	2.764367	2.812101	2926.711424	-11.86581	0	215.946144	1.020101	28.461762	29.991084	0.016605	42.174621
06:00.1	1300	1314.103638	100	100.0132	0.073158	0.066737	15.008743	0.1283	227.692713	1250	3.843851	1274.598007	2.713141	19.993412	2.645714	2.822405	3141.185892	-11.86581	0	215.946144	1.020101	28.461762	29.991084	0.016605	42.174621
06:00.2	1300	1303.10144	100	100.0132	0.076334	0.070754	14.817194	0.080341	227.696514	1250	3.874229	1359.067535	2.915692	18.613006	2.765787	2.817253	3141.185892	-11.868855	0	215.916091	1.019833	29.508791	27.52948	0.016514	42.156331
06:00.3	1300	1317.392944	100	100.0132	0.081619	0.073378	14.89736	0.218274	227.777312	1250	3.897052	1317.862887	2.862466	19.000674	2.748409	2.817253	3085.056231	-11.887124	0	216.010192	1.019565	28.570358	27.532349	0.016424	42.114703
06:00.4	1300	1309.028931	100	100.0132	0.06957	0.048617	14.89736	0.12502	227.777312	1250	3.944857	1268.41731	2.844544	19.124666	2.755871	2.812101	3085.056231	-11.887124	0	216.010192	1.019565	28.570358	27.532349	0.016424	42.114703
06:00.5	1300	1304.886841	100	101.398558	0.075756	0.067802	14.89736	0.08526	227.777312	1250	3.931626	1181.887549	2.879456	18.899504	2.75404	2.817253	2963.312736	-11.887124	0	216.010192	1.019565	28.570358	27.532349	0.016424	42.114703
06:00.6	1300	1284.562866	100	100.0132	0.068921	0.096498	14.941477	0.293491	227.649681	1250	3.910499	1140.682901	2.736404	19.889295	2.744133	2.812101	2963.312736	-11.874945	0	215.84379	1.019297	27.842969	30.039857	0.016469	42.044015
06:00.7	1300	1300.812988	100	98.627842	0.06894	0.06813	14.989163	0.039145	227.718089	1250	3.865163	1179.827316	2.799208	19.471197	2.752822	2.827557	2916.902827	-11.882049	0	215.881146	1.020101	27.990496	28.975457	0.01656	42.061051
06:00.8	1300	1305.483032	100	100.0132	0.071732	0.072066	14.989163	0.028078	227.718089	1250	3.837168	1262.236612	2.943385	18.470022	2.766759	2.806948	2916.902827	-11.882049	0	215.881146	1.020101	27.990496	28.975457	0.01656	42.061051
06:00.9	1300	1277.465454	100	98.627842	0.074531	0.089201	14.989163	0.285293	227.718089	1250	3.849261	1289.019634	2.824014	19.289215	2.75194	2.817253	2932.644333	-11.882049	0	215.881146	1.020101	27.990496	28.975457	0.01656	42.061051
06:01.0	1300	1308.258423	100	101.398558	0.0792	0.049027	14.926335	0.044679	227.77629	1250	3.888052	1359.067535	2.893591	18.794382	2.75101	2.806948	2932.644333	-11.86175	0	215.936327	1.019833	29.297746	30.134534	0.016605	41.999259
06:01.1	1300	1302.380127	100	100.0132	0.07752	0.085922	15.008931	0.040375	227.693131	1250	3.903579	1340.525444	2.802611	19.418925	2.760607	2.817253	2994.820678	-11.8719	0	215.950971	1.019297	30.471812	29.824682	0.016696	42.105101
06:01.2	1300	1282.010132	100	100.0132	0.068861	0.081494	15.008931	0.258649	227.693131	1250	3.944773	1251.93545	2.932109	18.519704	2.74451	2.812101	2994.820678	-11.8719	0	215.950971	1.019297	30.471812	29.824682	0.016696	42.105101
06:01.3	1300	1301.236206	100	102.783916	0.07154	0.046486	14.76146	0.086489	227.676731	1250	3.943819	1169.526154	2.905965	18.712028	2.76139	2.822405	2895.522114	-11.86175	0	215.73709	1.019833	28.12368	29.431629	0.01656	41.974089
06:01.4	1300	1305.525635	100	100.0132	0.072743	0.076329	14.76146	0.139367	227.676731	1250	3.903376	1206.610338	2.950544	18.422802	2.759539	2.817253	2895.522114	-11.86175	0	215.73709	1.019833	28.12368	29.431629	0.01656	41.974089
06:01.5	1300	1281.927979	100	101.398558	0.076287	0.095104	14.847872	0.274226	227.585335	1250	3.858899	1237.513824	3.008884	17.999764	2.739385	2.817253	2852.114578	-11.85972	0	215.86271	1.019565	29.238325	30.478814	0.016605	41.94173
06:01.6	1300	1304.376099	100	95.857127	0.073153	0.057964	14.847872	0.016805	227.585335	1250	3.87228	1324.043584	2.914583	18.628647	2.754765	2.817253	2852.114578	-11.85972	0	215.86271	1.019565	29.238325	30.478814	0.016605	41.94173
06:01.7	1300	1294.16333	100	100.0132	0.074547	0.141837	14.914563	0.112928	227.753733	1250	3.885404	1340.525444	2.917872	18.612408	2.764444	2.801796	3057.612484	-11.877989	0	215.877957	1.020101	29.609191	29.775909	0.01665	42.060428
06:01.8	1300	1282.709106	100	101.398558	0.077768	0.087315	14.914563	0.235695	227.753733	1250	3.931234	1297.260563	2.768521	19.633482	2.744295	2.822405	3057.612484	-11.877989	0	215.877957	1.020101	29.609191	29.775909	0.01665	42.060428
06:01.9	1300	1302.210449	100	100.0132	0.068092	0.071492	14.790735	0.052057	227.743711	1250	3.946332	1206.610338	2.967696	18.294671	2.793317	2.801796	3011.045782	-11.880019	0	215.727081	1.020101	27.916733	28.628308	0.016605	42.011751
06:02.0	1300	1295.588623	100	100.0132	0.074635	0.075017	14.790735	0.080546	227.743711	1250	3.93044	1179.827316	2.968473	18.282395	2.766386	2.822405	3011.045782	-11.880019	0	215.727081	1.020101	27.916733	28.628308	0.016605	42.011751
06:02.1	1300	1286.297729	100	100.0132	0.075085	0.094284	14.790735	0.27566	227.743711	1250	3.885276	1212.791035	2.935998	18.472035	2.758627	2.801796	2882.569974	-11.880019	0	215.727081	1.020101	27.916733	28.628308	0.016605	42.011751
06:02.2	1300	1321.920776	100	98.627842	0.073177	0.05944	14.981983	0.067224	227.821641	1250	3.867153	1262.236612	2.917074	18.568486	2.761271	2.827557	2882.569974	-11.85972	0	215.805086	1.019833	28.318333	30.570623	0.016605	42.156216
